"country","year","province","municipality","community","g4_hh_average_income_source_a_income_farming","g4_hh_average_income_source_b_income_harvesting","g4_hh_average_income_source_c_income_fishing_artisanal","g4_hh_average_income_source_d_income_fishing_aquaculture","g4_hh_average_income_source_e_income_buying_trading","g4_hh_average_income_source_f_income_processing","g4_hh_average_income_source_g_income_extraction","g4_hh_average_income_source_h_income_tourism","g4_hh_average_income_source_i_income_other_wage","g4_hh_average_income_source_j_income_industrial","g4_hh_average_income_source_k_income_other"
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",0,0,100,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Vuelta Grande",0,0,50,0,0,0,0,0,50,0,0
"HND","2021","Colón","Santa Rosa de Aguan","La Planada",50,0,50,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",0,0,100,0,0,0,0,0,0,0,0
"HND","2021","Colón","Limón","Limón",20,0,0,0,0,0,0,0,0,0,80
"HND","2021","Colón","Limón","Limón",0,0,100,0,0,0,0,0,0,0,0
"HND","2021","Colón","Limón","Limón",100,0,0,0,0,0,0,0,0,0,0
"HND","2021","Colón","Trujillo","San Martín",0,0,50,0,0,0,0,0,50,0,0
"HND","2021","Colón","Trujillo","San Martín",0,0,0,0,0,0,0,0,50,50,0
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",0,0,100,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",0,0,0,0,100,0,0,0,0,0,0
"HND","2021","Colón","Iriona","Cusuna",40,0,60,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",0,0,50,0,0,0,0,0,50,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",0,0,50,0,0,0,0,0,50,0,0
"HND","2021","Colón","Santa Fé","San Antonio",0,0,0,0,0,0,0,0,0,0,100
"HND","2021","Colón","Santa Fé","San Antonio",100,0,0,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Fé","San Antonio",50,0,50,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",50,0,50,0,0,0,0,0,0,0,0
"HND","2021","Colón","Trujillo","Marañones",50,0,50,0,0,0,0,0,0,0,0
"HND","2021","Colón","Trujillo","Marañones",50,0,50,0,0,0,0,0,0,0,0
"HND","2021","Colón","Trujillo","Capiro",0,0,60,0,0,0,0,0,40,0,0
"HND","2021","Colón","Trujillo","Capiro",0,0,0,0,100,0,0,0,0,0,0
"HND","2021","Colón","Trujillo","Puerto Castilla",0,0,0,0,0,0,0,0,0,0,100
"HND","2021","Colón","Trujillo","San Martín",0,0,100,0,0,0,0,0,0,0,0
"HND","2021","Colón","Limón","Limón",0,0,50,0,0,0,0,0,0,0,50
"HND","2021","Colón","Limón","Limón",50,0,50,0,0,0,0,0,0,0,0
"HND","2021","Colón","Trujillo","San Martín",0,0,30,0,20,0,0,0,50,0,0
"HND","2021","Colón","Limón","Limón",50,0,50,0,0,0,0,0,0,0,0
"HND","2021","Colón","Iriona","Sangre Laya",20,0,80,0,0,0,0,0,0,0,0
"HND","2021","Colón","Iriona","Cocalito",0,0,0,0,0,0,0,0,0,0,100
"HND","2021","Colón","Iriona","Cocalito",55,0,20,0,5,0,0,0,0,0,20
"HND","2021","Colón","Iriona","Cocalito",40,0,60,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Fé","Santa Fe",0,0,100,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Fé","Santa Fe",0,0,50,0,0,0,0,0,50,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Santa Rosa Aguan Centro",50,0,30,0,0,0,0,0,0,20,0
"HND","2021","Colón","Santa Fé","Quinito",5,0,0,0,15,0,0,0,20,60,0
"HND","2021","Colón","Santa Fé","Plan Grande",10,0,80,0,0,0,0,0,0,0,10
"HND","2021","Colón","Santa Fé","Quinito",30,0,50,0,0,0,0,0,20,0,0
"HND","2021","Colón","Santa Fé","Guadalupe",50,0,50,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Fé","Guadalupe",30,0,70,0,0,0,0,0,0,0,0
"HND","2021","Colón","Iriona","San José de la Punta",50,0,50,0,0,0,0,0,0,0,0
"HND","2021","Colón","Iriona","Cusuna",30,0,70,0,0,0,0,0,0,0,0
"HND","2021","Colón","Iriona","Cusuna",60,0,0,0,0,0,0,0,0,40,0
"HND","2021","Colón","Iriona","San José de la Punta",40,0,60,0,0,0,0,0,0,0,0
"HND","2021","Colón","Trujillo","San Martín",0,0,50,0,0,0,0,0,50,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",0,0,100,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",0,0,100,0,0,0,0,0,0,0,0
"HND","2021","Colón","Limón","Limón",0,0,10,0,0,0,0,0,0,0,90
"HND","2021","Colón","Limón","Limón",0,0,5,0,0,0,0,0,95,0,0
"HND","2021","Colón","Iriona","Sangre Laya",30,0,30,0,0,0,0,0,0,40,0
"HND","2021","Colón","Trujillo","Cristales",0,0,50,0,0,0,0,0,50,0,0
"HND","2021","Colón","Trujillo","Rio Negro",0,0,50,0,0,0,0,0,50,0,0
"HND","2021","Colón","Santa Fé","Santa Fe",0,0,25,0,0,0,0,0,50,0,25
"HND","2021","Colón","Santa Fé","Santa Fe",0,0,0,0,50,0,0,0,50,0,0
"HND","2019","Islas de la Bahía","Guanaja","El Pelicano",0,0,0,0,0,0,0,0,0,100,0
"HND","2019","Cortés","Puerto Cortés","Bajamar",0,0,40,0,40,0,0,0,0,0,20
"HND","2019","Cortés","Puerto Cortés","Bajamar",0,0,0,0,100,0,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Bajamar",0,0,0,0,100,0,0,0,0,0,0
"HND","2019","Cortés","Omoa","Omoa",0,0,0,0,100,0,0,0,0,0,0
"HND","2019","Cortés","Omoa","Omoa",50,0,0,0,50,0,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Bajamar",0,0,50,0,50,0,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Travesía",0,0,0,0,100,0,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Travesía",0,0,0,0,100,0,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Travesía",40,0,0,0,60,0,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Travesía",40,0,30,0,30,0,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Travesía",30,0,40,0,30,0,0,0,0,0,0
"HND","2019","Cortés","Omoa","Omoa",40,0,60,0,0,0,0,0,0,0,0
"HND","2019","Cortés","Omoa","Omoa",0,0,100,0,0,0,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Travesía",0,0,40,0,0,0,0,0,0,0,60
"HND","2019","Cortés","Puerto Cortés","Bajamar",0,0,0,0,100,0,0,0,0,0,0
"HND","2019","Cortés","Omoa","Omoa",0,0,0,0,40,0,0,0,0,0,60
"HND","2019","Cortés","Puerto Cortés","Bajamar",0,0,0,0,100,0,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Bajamar",0,0,70,0,30,0,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Bajamar",70,0,0,0,30,0,0,0,0,0,0
"HND","2019","Cortés","Omoa","Las Flores",10,20,50,0,0,10,0,10,0,0,0
"HND","2019","Cortés","Puerto Cortés","Las Sabana",80,0,20,0,0,0,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Las Sabana",50,0,50,0,0,0,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Travesía",60,0,40,0,0,0,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Travesía",0,0,50,0,0,0,0,0,0,0,50
"HND","2019","Cortés","Puerto Cortés","Travesía",0,0,0,0,100,0,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Travesía",0,0,0,0,50,0,0,0,50,0,0
"HND","2019","Cortés","Puerto Cortés","Travesía",0,0,0,0,100,0,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Travesía",70,0,0,0,30,0,0,0,0,0,0
"HND","2021","Colón","Trujillo","Jericó",0,0,0,0,80,0,0,0,0,0,20
"HND","2021","Colón","Trujillo","Jericó",0,0,60,0,0,0,0,0,40,0,0
"HND","2021","Colón","Trujillo","Capiro",0,0,0,0,0,0,0,0,30,70,0
"HND","2021","Colón","Trujillo","Capiro",0,0,0,0,50,0,0,0,0,0,50
"HND","2019","Islas de la Bahía","Guanaja","El Pelicano",0,0,0,0,0,0,0,0,0,0,100
"HND","2019","Islas de la Bahía","Guanaja","Savannah Bight",0,0,0,0,0,0,0,0,100,0,0
"HND","2019","Islas de la Bahía","Guanaja","El Pelicano",0,0,0,0,0,0,0,0,100,0,0
"HND","2019","Islas de la Bahía","Guanaja","Savannah Bight",0,0,0,0,0,0,0,0,100,0,0
"HND","2019","Islas de la Bahía","Guanaja","Savannah Bight",0,0,0,0,0,0,0,0,0,0,100
"HND","2019","Islas de la Bahía","Guanaja","El Cayo",0,0,0,0,0,0,0,0,100,0,0
"HND","2019","Islas de la Bahía","Guanaja","Mangrove Bight",0,0,100,0,0,0,0,0,0,0,0
"HND","2019","Cortés","Omoa","Omoa",0,0,0,0,100,0,0,0,0,0,0
"HND","2019","Cortés","Omoa","Omoa",20,0,0,0,80,0,0,0,0,0,0
"HND","2019","Cortés","Omoa","Omoa",0,0,50,0,0,50,0,0,0,0,0
"HND","2019","Cortés","Omoa","Omoa",0,0,50,0,0,50,0,0,0,0,0
"HND","2019","Cortés","Omoa","Omoa",30,0,50,0,0,20,0,0,0,0,0
"HND","2019","Cortés","Omoa","Omoa",50,0,0,0,50,0,0,0,0,0,0
"HND","2019","Cortés","Omoa","Omoa",0,0,60,0,0,0,0,0,0,0,40
"HND","2019","Cortés","Omoa","Omoa",30,0,70,0,0,0,0,0,0,0,0
"HND","2019","Cortés","Omoa","Omoa",0,0,100,0,0,0,0,0,0,0,0
"HND","2019","Cortés","Omoa","Las Flores",0,0,30,0,30,40,0,0,0,0,0
"HND","2019","Cortés","Omoa","Muchilena",0,0,0,0,100,0,0,0,0,0,0
"HND","2019","Cortés","Omoa","Muchilena",0,0,0,0,100,0,0,0,0,0,0
"HND","2019","Cortés","Omoa","Masca",40,0,0,0,60,0,0,0,0,0,0
"HND","2019","Cortés","Omoa","Masca",0,0,0,0,50,0,0,0,50,0,0
"HND","2019","Cortés","Omoa","Muchilena",0,0,50,0,30,20,0,0,0,0,0
"HND","2019","Cortés","Omoa","Masca",0,0,40,0,40,20,0,0,0,0,0
"HND","2019","Cortés","Omoa","Muchilena",40,0,35,0,25,0,0,0,0,0,0
"HND","2019","Islas de la Bahía","Guanaja","El Cayo",0,0,20,0,0,0,0,0,80,0,0
"HND","2019","Islas de la Bahía","Guanaja","El Cayo",0,0,60,0,0,0,0,0,0,0,40
"HND","2021","Colón","Santa Fé","Santa Fe",50,0,0,0,0,0,0,0,50,0,0
"HND","2021","Colón","Santa Fé","Santa Fe",0,0,0,0,0,0,0,0,100,0,0
"HND","2021","Colón","Santa Fé","Santa Fe",0,0,0,0,0,0,0,0,100,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",0,0,100,0,0,0,0,0,0,0,0
"HND","2021","Colón","Iriona","Punta de Piedra",50,0,50,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Fé","Santa Fe",50,0,0,0,0,0,0,0,50,0,0
"HND","2021","Colón","Santa Fé","San Antonio",0,0,0,0,0,0,0,0,0,0,100
"HND","2021","Colón","Santa Fé","San Antonio",40,0,0,0,0,0,0,0,0,0,60
"HND","2021","Colón","Santa Fé","Santa Fe",0,0,0,0,0,0,0,0,100,0,0
"HND","2021","Colón","Iriona","Cusuna",50,0,50,0,0,0,0,0,0,0,0
"HND","2021","Colón","Trujillo","Puerto Castilla",0,0,70,0,0,0,0,0,0,30,0
"HND","2021","Colón","Iriona","Sangre Laya",30,0,70,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",0,0,100,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Col. Las Lomas",0,0,100,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",0,0,50,0,0,0,0,0,50,0,0
"HND","2021","Colón","Limón","Limón",50,0,50,0,0,0,0,0,0,0,0
"HND","2021","Colón","Trujillo","Rio Negro",0,0,50,0,50,0,0,0,0,0,0
"HND","2021","Colón","Iriona","Cusuna",70,0,30,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",0,0,50,0,0,0,0,0,50,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",0,0,50,0,0,0,0,0,50,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Santa Rosa Aguan Centro",50,0,50,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",0,0,50,0,0,0,0,0,50,0,0
"HND","2021","Colón","Trujillo","Marañones",0,0,50,0,0,0,0,0,0,0,50
"HND","2021","Colón","Trujillo","Jericó",0,0,100,0,0,0,0,0,0,0,0
"HND","2021","Colón","Trujillo","Moradel",0,0,40,0,0,0,0,0,60,0,0
"HND","2021","Colón","Trujillo","Moradel",50,0,50,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Fé","Quinito",40,0,60,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Fé","Quinito",25,0,15,0,0,0,0,0,0,60,0
"HND","2021","Colón","Trujillo","Silin",0,0,0,0,0,0,0,0,0,0,100
"HND","2021","Colón","Trujillo","Silin",80,0,20,0,0,0,0,0,0,0,0
"HND","2021","Colón","Trujillo","Silin",50,0,20,0,0,0,0,0,0,0,30
"HND","2021","Colón","Trujillo","Silin",90,0,10,0,0,0,0,0,0,0,0
"HND","2021","Colón","Trujillo","Silin",80,0,20,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Barra de Aguan",0,0,100,0,0,0,0,0,0,0,0
"HND","2021","Colón","Limón","Limón",0,0,0,0,100,0,0,0,0,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Col. Las Lomas",0,0,100,0,0,0,0,0,0,0,0
"HND","2021","Colón","Trujillo","San Martín",0,0,20,0,0,0,0,10,70,0,0
"HND","2021","Colón","Limón","Limón",10,0,15,0,0,0,0,0,0,0,75
"HND","2021","Colón","Iriona","Sangre Laya",0,0,100,0,0,0,0,0,0,0,0
"HND","2021","Colón","Iriona","Cocalito",40,0,20,0,0,0,0,0,0,40,0
"HND","2021","Colón","Santa Fé","Guadalupe",0,0,0,0,0,0,0,0,0,0,100
"HND","2021","Colón","Iriona","Cusuna",80,0,20,0,0,0,0,0,0,0,0
"HND","2021","Colón","Iriona","Cusuna",0,0,60,0,0,0,0,0,0,40,0
"HND","2021","Colón","Iriona","San José de la Punta",60,0,40,0,0,0,0,0,0,0,0
"HND","2021","Colón","Trujillo","Cristales",0,0,20,0,80,0,0,0,0,0,0
"HND","2021","Colón","Limón","Limón",75,0,0,0,0,0,0,0,25,0,0
"HND","2021","Colón","Limón","Limón",0,0,40,0,0,0,0,0,0,0,60
"HND","2021","Colón","Trujillo","Cristales",0,0,50,0,0,0,0,0,0,0,50
"HND","2019","Islas de la Bahía","Guanaja","El Cayo",0,0,30,0,0,0,0,0,70,0,0
"HND","2019","Islas de la Bahía","Guanaja","El Pelicano",0,0,0,0,0,0,0,0,0,100,0
"HND","2019","Islas de la Bahía","Guanaja","Mangrove Bight",0,0,40,0,0,0,0,0,0,60,0
"HND","2019","Islas de la Bahía","Guanaja","El Pelicano",0,0,0,0,0,0,0,0,100,0,0
"HND","2019","Islas de la Bahía","Guanaja","El Pelicano",0,0,40,0,0,0,0,0,0,60,0
"HND","2019","Islas de la Bahía","Guanaja","El Pelicano",0,0,0,0,0,0,0,20,0,80,0
"HND","2019","Cortés","Puerto Cortés","Bajamar",0,0,10,0,60,0,0,0,0,0,30
"HND","2019","Cortés","Puerto Cortés","Bajamar",0,0,30,0,70,0,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Bajamar",0,0,0,0,100,0,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Bajamar",0,0,0,0,100,0,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Bajamar",0,0,0,0,100,0,0,0,0,0,0
"HND","2019","Cortés","Omoa","Omoa",0,0,0,0,100,0,0,0,0,0,0
"HND","2019","Cortés","Omoa","Omoa",0,0,0,0,100,0,0,0,0,0,0
"HND","2019","Cortés","Omoa","Omoa",0,0,0,0,100,0,0,0,0,0,0
"HND","2019","Cortés","Omoa","Omoa",0,0,50,0,0,50,0,0,0,0,0
"HND","2019","Cortés","Omoa","Omoa",25,0,50,0,0,25,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Travesía",0,0,0,0,100,0,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Bajamar",0,0,0,0,50,0,0,0,50,0,0
"HND","2019","Cortés","Puerto Cortés","Bajamar",0,0,0,0,100,0,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Travesía",0,0,50,0,0,0,0,0,0,0,50
"HND","2019","Cortés","Puerto Cortés","Travesía",50,0,50,0,0,0,0,0,0,0,0
"HND","2019","Cortés","Omoa","Omoa",0,0,40,0,0,0,0,0,0,0,60
"HND","2019","Cortés","Puerto Cortés","Travesía",0,0,70,0,0,0,0,0,0,0,30
"HND","2019","Cortés","Puerto Cortés","Travesía",0,0,0,0,50,0,0,0,0,0,50
"HND","2019","Cortés","Puerto Cortés","Bajamar",0,0,60,0,40,0,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Las Sabana",40,0,60,0,0,0,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Travesía",50,0,50,0,0,0,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Las Sabana",0,0,0,0,100,0,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Travesía",50,0,50,0,0,0,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Las Sabana",40,30,30,0,0,0,0,0,0,0,0
"HND","2021","Colón","Trujillo","Jericó",0,0,50,0,50,0,0,0,0,0,0
"HND","2021","Colón","Trujillo","Jericó",0,0,30,0,0,0,0,0,0,0,70
"HND","2021","Colón","Trujillo","Jericó",0,0,40,0,0,0,0,0,60,0,0
"HND","2021","Colón","Trujillo","Jericó",0,0,40,0,0,0,0,0,60,0,0
"HND","2021","Colón","Trujillo","Jericó",0,0,60,0,0,0,0,0,40,0,0
"HND","2019","Islas de la Bahía","Guanaja","El Pelicano",0,0,50,0,0,0,0,0,0,50,0
"HND","2019","Islas de la Bahía","Guanaja","Savannah Bight",0,0,0,0,0,0,0,0,100,0,0
"HND","2019","Cortés","Omoa","Omoa",0,0,0,0,100,0,0,0,0,0,0
"HND","2019","Cortés","Omoa","Omoa",0,0,0,0,100,0,0,0,0,0,0
"HND","2019","Cortés","Omoa","Omoa",50,0,50,0,0,0,0,0,0,0,0
"HND","2019","Cortés","Omoa","Omoa",0,0,45,0,0,55,0,0,0,0,0
"HND","2019","Cortés","Omoa","Omoa",0,0,60,0,0,40,0,0,0,0,0
"HND","2019","Cortés","Omoa","Omoa",0,0,50,0,50,0,0,0,0,0,0
"HND","2019","Cortés","Omoa","Masca",0,0,0,0,10,0,0,0,90,0,0
"HND","2019","Cortés","Omoa","Masca",0,0,0,0,20,0,0,0,0,80,0
"HND","2019","Islas de la Bahía","Guanaja","Mangrove Bight",0,0,35,0,0,0,0,0,0,35,30
"HND","2021","Colón","Iriona","Punta de Piedra",50,0,50,0,0,0,0,0,0,0,0
"HND","2021","Colón","Iriona","Punta de Piedra",80,0,0,0,0,0,0,0,0,0,20
"HND","2021","Colón","Iriona","Punta de Piedra",70,0,30,0,0,0,0,0,0,0,0
"HND","2021","Colón","Iriona","Punta de Piedra",80,0,20,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Fé","Santa Fe",0,0,50,0,0,0,0,0,50,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",0,0,50,0,0,0,0,0,50,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Santa Rosa Aguan Centro",0,0,50,0,0,0,0,0,50,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Santa Rosa Aguan Centro",0,0,50,0,0,0,0,0,50,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Santa Rosa Aguan Centro",50,0,50,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",0,0,100,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",0,0,100,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Fé","Betulia",0,0,100,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",0,0,100,0,0,0,0,0,0,0,0
"HND","2021","Colón","Iriona","Punta de Piedra",50,0,50,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Fé","Santa Fe",0,0,0,0,0,0,0,0,50,0,50
"HND","2021","Colón","Santa Fé","Santa Fe",0,0,0,0,50,0,0,50,0,0,0
"HND","2021","Colón","Santa Fé","San Antonio",50,0,50,0,0,0,0,0,0,0,0
"HND","2021","Colón","Trujillo","Puerto Castilla",0,0,50,0,0,0,0,0,0,0,50
"HND","2021","Colón","Iriona","Iriona",40,0,0,0,0,0,0,0,0,0,60
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",0,0,100,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",0,0,0,0,100,0,0,0,0,0,0
"HND","2021","Colón","Limón","Limón",0,0,0,0,0,0,0,0,100,0,0
"HND","2021","Colón","Trujillo","Cristales",0,0,50,0,0,0,0,0,50,0,0
"HND","2021","Colón","Trujillo","Cristales",0,0,50,0,0,0,0,0,50,0,0
"HND","2021","Colón","Trujillo","Cristales",0,0,100,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",0,0,100,0,0,0,0,0,0,0,0
"HND","2021","Colón","Iriona","Cusuna",50,0,30,0,0,0,0,0,0,0,20
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",50,0,50,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",0,0,50,0,0,0,0,0,50,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Santa Rosa Aguan Centro",50,0,50,0,0,0,0,0,0,0,0
"HND","2021","Colón","Trujillo","Marañones",50,0,50,0,0,0,0,0,0,0,0
"HND","2021","Colón","Trujillo","Marañones",50,0,50,0,0,0,0,0,0,0,0
"HND","2021","Colón","Trujillo","Puerto Castilla",0,0,0,0,100,0,0,0,0,0,0
"HND","2021","Colón","Trujillo","Puerto Castilla",0,0,30,0,0,0,0,0,0,0,70
"HND","2021","Colón","Trujillo","Marañones",60,0,40,0,0,0,0,0,0,0,0
"HND","2021","Colón","Trujillo","Capiro",0,0,0,0,40,0,0,0,60,0,0
"HND","2021","Colón","Trujillo","Capiro",0,0,50,0,0,0,0,0,0,0,50
"HND","2021","Colón","Trujillo","Jericó",0,0,60,0,0,0,0,0,40,0,0
"HND","2021","Colón","Trujillo","Jericó",0,0,70,0,0,0,0,0,30,0,0
"HND","2021","Colón","Trujillo","Moradel",30,0,20,0,0,0,0,0,50,0,0
"HND","2021","Colón","Trujillo","Moradel",40,0,20,0,0,0,0,0,40,0,0
"HND","2021","Colón","Trujillo","Puerto Castilla",60,0,40,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Barra de Aguan",0,0,30,0,70,0,0,0,0,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Col. Las Lomas",50,0,50,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Col. Las Lomas",0,0,100,0,0,0,0,0,0,0,0
"HND","2021","Colón","Trujillo","San Martín",0,0,10,0,70,0,0,0,10,0,10
"HND","2021","Colón","Trujillo","San Martín",50,0,0,0,0,0,0,0,50,0,0
"HND","2021","Colón","Limón","Limón",0,0,0,0,0,0,0,0,80,0,20
"HND","2021","Colón","Limón","Limón",0,0,20,0,40,0,0,0,0,0,40
"HND","2021","Colón","Iriona","Sangre Laya",0,0,0,0,0,0,0,0,0,0,100
"HND","2021","Colón","Iriona","Cocalito",40,0,20,0,0,0,0,0,0,40,0
"HND","2021","Colón","Iriona","Cocalito",20,0,20,0,0,0,0,0,0,60,0
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",0,0,100,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Fé","Santa Fe",0,0,0,0,0,0,0,0,100,0,0
"HND","2021","Colón","Santa Fé","Santa Fe",50,0,50,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Rosa de Aguan","La Planada",0,0,50,0,0,0,0,0,50,0,0
"HND","2021","Colón","Santa Fé","Plan Grande",20,0,80,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Fé","Guadalupe",0,0,100,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Fé","Guadalupe",0,0,0,0,0,0,0,0,0,0,100
"HND","2021","Colón","Trujillo","San Martín",0,0,50,0,0,0,0,0,50,0,0
"HND","2021","Colón","Iriona","Cusuna",80,0,20,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",0,0,100,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",0,0,100,0,0,0,0,0,0,0,0
"HND","2021","Colón","Limón","Limón",0,0,50,0,0,0,0,0,50,0,0
"HND","2021","Colón","Limón","Limón",40,0,0,0,0,0,0,0,60,0,0
"HND","2021","Colón","Limón","Limón",0,0,0,0,0,0,0,0,0,0,100
"HND","2021","Colón","Limón","Limón",0,0,0,0,0,0,0,45,55,0,0
"HND","2021","Colón","Iriona","Sangre Laya",0,0,50,0,0,0,0,0,0,50,0
"HND","2021","Colón","Iriona","San José de la Punta",40,0,30,0,0,0,0,0,0,30,0
"HND","2021","Colón","Iriona","San José de la Punta",0,0,40,0,0,0,0,0,0,60,0
"HND","2021","Colón","Iriona","San José de la Punta",60,0,40,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",0,0,100,0,0,0,0,0,0,0,0
"HND","2021","Colón","Santa Rosa de Aguan","Dos Bocas",0,0,20,0,80,0,0,0,0,0,0
"HND","2021","Colón","Trujillo","Rio Negro",0,0,50,0,50,0,0,0,0,0,0
"HND","2021","Colón","Santa Fé","Guadalupe",0,0,30,0,0,0,0,0,0,0,70
"HND","2019","Islas de la Bahía","Guanaja","El Pelicano",0,0,100,0,0,0,0,0,0,0,0
"HND","2019","Islas de la Bahía","Guanaja","Mangrove Bight",0,0,40,0,0,0,0,0,0,60,0
"HND","2019","Islas de la Bahía","Guanaja","Mangrove Bight",0,0,0,0,0,0,0,100,0,0,0
"HND","2019","Islas de la Bahía","Guanaja","Savannah Bight",0,0,100,0,0,0,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Bajamar",25,0,40,0,35,0,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Bajamar",25,0,50,0,25,0,0,0,0,0,0
"HND","2019","Cortés","Puerto Cortés","Bajamar",0,0,50,0,0,0,0,0,0,0,50
"HND","2019","Cortés","Puerto Cortés","Bajamar",25,0,50,0,25,0,0,0,0,0,0
